pitch_mean,pitch_max,pitch_std,energy_mean,energy_max,zcr_mean,filename,label
293.62194868022544,670.7786902325353,167.53871544839066,0.028174353763461113,0.1889783889055252,0.2335417056511976,real_angry_01.wav,distress
416.0042219046918,608.0416671858214,100.4340266209219,0.03709914907813072,0.24442635476589203,0.19657663918711657,real_angry_02.wav,distress
267.49339882572787,372.1377785978373,56.784973504456346,0.007392936386168003,0.05734912306070328,0.3077707350628931,real_angry_03.wav,distress
265.1251604363984,359.46139971304194,51.884114630542676,0.006891798693686724,0.04649217054247856,0.24821270636792453,real_angry_04.wav,distress
1750.0625366502854,1908.2392917304958,115.42602540060412,0.006903237663209438,0.03747958317399025,0.3855675703642384,real_angry_05.wav,distress
147.8393844929861,244.10528385492586,46.200418806477174,0.008675286546349525,0.05235966667532921,0.33361889502245506,real_angry_06.wav,distress
249.88897995787164,367.86341164694414,120.79621223145392,0.009986859746277332,0.04741719365119934,0.23552408854166668,real_fearful_01.wav,distress
591.2788073648105,1875.4568828661324,561.9698233884475,0.007849441841244698,0.04732923209667206,0.2363584530279503,real_fearful_02.wav,distress
671.5933081926731,1919.2936094908534,649.0768109792748,0.007422738708555698,0.0426732562482357,0.23716162420382167,real_fearful_03.wav,distress
103.78464751161127,145.9866916572425,25.20881408890108,0.00494507746770978,0.020870044827461243,0.3018528471057047,real_fearful_04.wav,distress
238.87637047421157,544.8415985660737,136.29831356086785,0.00568387471139431,0.023325882852077484,0.38163378284235666,real_fearful_05.wav,distress
126.78107042513578,186.06888929891866,35.79662318336621,0.005951181054115295,0.03351713344454765,0.2963467963836478,real_fearful_06.wav,distress
534.2730377605976,629.4842102715137,42.09422131590576,0.06938016414642334,0.24214202165603638,0.11716110641891891,real_help_shout_01.wav,distress
534.9199840312141,629.4842102715137,63.4001155164054,0.09813488274812698,0.31586742401123047,0.11151692708333333,real_help_shout_02.wav,distress
1972.0004300703347,2093.004522404789,108.69295924520958,0.012569904327392578,0.02100987173616886,0.1959716796875,real_scream_01.wav,distress
0.0,0.0,0.0,0.16770482063293457,0.32326212525367737,0.3116122159090909,real_stopit_shout_01.wav,distress
541.9593765271156,604.5396048815593,74.89367212245355,0.2199268937110901,0.5105090737342834,0.22435413707386365,synthetic_help_shout_01.wav,distress
620.7840222572696,735.7268232938883,119.05490122923294,0.2839187979698181,0.4914065897464752,0.12265846946022728,synthetic_help_shout_02.wav,distress
375.6279590565475,447.69106452518196,30.760533519416494,0.01683211140334606,0.06764745712280273,0.08331902472527472,synthetic_sobbing_01.wav,distress
242.82783198696765,343.22869944588433,37.814313743289446,0.002612021053209901,0.012125948444008827,0.2103668922601744,real_calm_01.wav,normal
319.8454046865241,557.5766672463074,125.04415904602008,0.0027143137995153666,0.011296757496893406,0.2673244724025974,real_calm_02.wav,normal
222.41379405993698,325.8414615030442,38.04769058788017,0.003393202554434538,0.015928544104099274,0.24817106213872833,real_calm_03.wav,normal
209.78629136067897,320.24370022528115,64.79058319603794,0.0032996570225805044,0.020697401836514473,0.3289691971009036,real_calm_04.wav,normal
93.97249822201428,130.05935646298627,19.488691309180886,0.002621136838570237,0.011927115730941296,0.3653928238824503,real_calm_05.wav,normal
102.59347382710041,158.28269380119016,22.549978213288117,0.0017521110130473971,0.012935802340507507,0.3222969250801282,real_calm_06.wav,normal
99.00845051064734,161.0494265540188,28.72675661053047,0.0016532314475625753,0.010987585410475731,0.3570101868872549,real_calm_07.wav,normal
427.8329022889566,1822.066265960824,640.9958904602239,0.002418418414890766,0.01039635855704546,0.22804061226222827,real_calm_08.wav,normal
199.47614601156997,283.6614678567074,57.81245334383658,0.0029637927655130625,0.013864864595234394,0.29153022080838326,real_calm_09.wav,normal
344.08433217115146,594.1539763140034,166.4361880060802,0.016094613820314407,0.05149256810545921,0.12422481903248588,real_happy_01.wav,normal
237.1941932414924,341.2518476034216,59.99479376842595,0.0027499007992446423,0.013691985979676247,0.2821128531678082,real_neutral_01.wav,normal
210.7136156326523,412.91271853530293,96.30609576548875,0.003526407992467284,0.018064187839627266,0.30054023938301283,real_neutral_02.wav,normal
95.31959375992064,169.64319079487348,29.014495979745185,0.0024186158552765846,0.013046670705080032,0.3805508083767361,real_neutral_03.wav,normal
189.49351924762746,380.8360868427029,97.5365219578137,0.0036161423195153475,0.021528156474232674,0.27019369526273884,real_neutral_04.wav,normal
184.93251125442023,267.74077300753,60.78093929853074,0.002629469847306609,0.011748086661100388,0.2618462629378981,real_neutral_05.wav,normal
